School Year,School Code,County,Public/Private,Public School District,CITY,School Name,Enrollment,Reported,Category,Count,Percent
2013-2014,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,99,Y,MMR,73,73.74%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,MMR,74,94.87%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,POLIO,74,94.87%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,VARI,74,94.87%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,DTP,87,97.75%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,Up-To-Date,87,97.75%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,HEPB,88,98.88%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,POLIO,88,98.88%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,DTP,88,90.72%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,HEPB,88,90.72%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,MMR,88,90.72%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,POLIO,88,90.72%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,Up-To-Date,88,90.72%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,VARI,88,90.72%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,MMR,89,100%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,VARI,89,100%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,HEPB,89,96.74%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,POLIO,89,96.74%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,Up-To-Date,89,96.74%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,Up-To-Date,90,91.84%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,DTP,90,97.83%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,MMR,90,97.83%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,VARI,90,97.83%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,DTP,91,92.86%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,MMR,92,93.88%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,POLIO,93,94.9%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,DTP,94,98.95%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,MMR,94,98.95%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,Up-To-Date,94,98.95%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,HEPB,94,95.92%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,HEPB,95,100%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,POLIO,95,100%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,VARI,95,100%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,VARI,95,96.94%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,DTP,97,100%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,HEPB,97,100%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,MMR,97,100%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,POLIO,97,100%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,Up-To-Date,97,100%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,VARI,97,100%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,DTP,108,99.08%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,Up-To-Date,108,99.08%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,HEPB,109,100%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,MMR,109,100%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,POLIO,109,100%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,VARI,109,100%
2014-2015,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,67,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,64,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,64,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,67,Y,Pre-Jan PBE,0,0%
2013-2014,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,64,Y,Pre-Jan PBE,0,0%
2013-2014,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,64,Y,Religious PBE,0,0%
2013-2014,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,62,Y,Conditional,0,0%
2014-2015,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,66,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,62,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,62,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,66,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,62,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,66,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,66,Y,Pre-Jan PBE,0,0%
2013-2014,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,62,Y,Pre-Jan PBE,0,0%
2014-2015,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,66,Y,Religious PBE,0,0%
2013-2014,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,62,Y,Religious PBE,0,0%
2013-2014,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,44,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,44,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,45,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,44,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,45,Y,Pre-Jan PBE,0,0%
2013-2014,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,44,Y,Pre-Jan PBE,0,0%
2014-2015,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,45,Y,Religious PBE,0,0%
2013-2014,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,44,Y,Religious PBE,0,0%
2014-2015,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,39,Y,Conditional,0,0%
2014-2015,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,39,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,29,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,29,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,39,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,39,Y,Pre-Jan PBE,0,0%
2013-2014,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,29,Y,Pre-Jan PBE,0,0%
2014-2015,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,39,Y,Religious PBE,0,0%
2013-2014,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,29,Y,Religious PBE,0,0%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,Pre-Jan PBE,0,0%
2014-2015,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,89,Y,Religious PBE,0,0%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,Personal Beliefs Exemption (PBE),0,0%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,Pre-Jan PBE,0,0%
2013-2014,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ELEMENTARY,95,Y,Religious PBE,0,0%
2014-2015,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,10,Y,Conditional,0,0%
2014-2015,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,10,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,10,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,10,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,10,Y,Pre-Jan PBE,0,0%
2014-2015,6138507,SANTA CLARA,PRIVATE,,PALO ALTO,CASA DEI BAMBINI SCHOOL,10,Y,Religious PBE,0,0%
2013-2014,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,CESAR CHAVEZ - GREEN OAKS ACADEMY,64,Y,Conditional,0,0%
2013-2014,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,CESAR CHAVEZ - GREEN OAKS ACADEMY,64,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,CESAR CHAVEZ - GREEN OAKS ACADEMY,64,Y,Personal Beliefs Exemption (PBE),0,0%
2013-2014,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,CESAR CHAVEZ - GREEN OAKS ACADEMY,64,Y,Pre-Jan PBE,0,0%
2013-2014,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,CESAR CHAVEZ - GREEN OAKS ACADEMY,64,Y,Religious PBE,0,0%
2014-2015,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,61,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,66,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,66,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,61,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,61,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,61,Y,Pre-Jan PBE,0,0%
2013-2014,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,66,Y,Pre-Jan PBE,0,0%
2014-2015,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,61,Y,Religious PBE,0,0%
2013-2014,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,66,Y,Religious PBE,0,0%
2014-2015,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,49,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,49,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,49,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,49,Y,Pre-Jan PBE,0,0%
2013-2014,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Pre-Jan PBE,0,0%
2014-2015,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,49,Y,Religious PBE,0,0%
2013-2014,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Religious PBE,0,0%
2013-2014,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,62,Y,Conditional,0,0%
2014-2015,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,64,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,62,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,62,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,64,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,64,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,64,Y,Pre-Jan PBE,0,0%
2013-2014,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,62,Y,Pre-Jan PBE,0,0%
2014-2015,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,64,Y,Religious PBE,0,0%
2013-2014,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,62,Y,Religious PBE,0,0%
2013-2014,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,66,Y,Conditional,0,0%
2013-2014,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,66,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,60,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,60,Y,Pre-Jan PBE,0,0%
2013-2014,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,66,Y,Pre-Jan PBE,0,0%
2014-2015,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,60,Y,Religious PBE,0,0%
2013-2014,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,66,Y,Religious PBE,0,0%
2014-2015,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,81,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Pre-Jan PBE,0,0%
2013-2014,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,81,Y,Pre-Jan PBE,0,0%
2013-2014,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,81,Y,Religious PBE,0,0%
2014-2015,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,43,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,44,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,44,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,43,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,43,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,43,Y,Pre-Jan PBE,0,0%
2013-2014,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,44,Y,Pre-Jan PBE,0,0%
2014-2015,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,43,Y,Religious PBE,0,0%
2013-2014,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,44,Y,Religious PBE,0,0%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,Conditional,0,0%
2014-2015,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,GREEN OAKS ACADEMY,25,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,GREEN OAKS ACADEMY,25,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,GREEN OAKS ACADEMY,25,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,GREEN OAKS ACADEMY,25,Y,Pre-Jan PBE,0,0%
2014-2015,6044341,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,GREEN OAKS ACADEMY,25,Y,Religious PBE,0,0%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,Permanent Medical Exemption (PME),0,0%
